Product,Type,Release Date,Process Size,TDP,Die Size,Transistors,Freq,Vendor
NVIDIA GeForce GT 740 OEM,GPU,4/14/15,28,65,221,2540,1050,NVIDIA
ATI Radeon X600,GPU,9/1/04,110,36,74,107,400,ATI
AMD Radeon Pro W5300M,GPU,11/13/19,7,85,158,6400,1000,AMD
ATI Radeon X800 PRO,GPU,5/1/04,130,48,289,160,475,ATI
Intel Xeon Phi 3120A,GPU,11/12/12,22,300,350,5000,1100,Intel
AMD Radeon HD 7560D IGP,GPU,10/2/12,32,65,246,1303,760,AMD
NVIDIA GeForce 9400M G,GPU,10/15/08,65,12,144,314,450,NVIDIA
ATI Radeon 9500,GPU,3/1/03,150,12,215,110,275,ATI
NVIDIA GeForce GTS 450 Rev. 3,GPU,7/11/12,40,106,238,1170,783,NVIDIA
NVIDIA Quadro FX 4000,GPU,4/1/04,130,142,287,222,375,NVIDIA
AMD Radeon R7 360 896SP,GPU,6/18/15,28,85,160,2080,1100,AMD
NVIDIA GeForce 8800 Ultra,GPU,5/2/07,90,171,484,681,612,NVIDIA
AMD Radeon HD 7690M XT Rebrand,GPU,1/4/12,40,25,104,716,725,AMD
NVIDIA GeForce 8800 GTX,GPU,11/8/06,90,155,484,681,576,NVIDIA
NVIDIA GeForce 6800 GT DDL,GPU,4/14/04,130,80,287,222,350,NVIDIA
ATI Radeon 9000 PRO Mac Edition,GPU,3/14/04,150,28,97,36,275,ATI
AMD Radeon Pro WX 4150 Mobile,GPU,3/1/17,14,50,123,3000,1002,AMD
AMD Radeon VII,GPU,2/7/19,7,295,331,13230,1400,AMD
NVIDIA Quadro K1200,GPU,1/28/15,28,45,148,1870,1058,NVIDIA
NVIDIA GeForce2 Go 200,GPU,2/6/01,180,2,64,20,143,NVIDIA
Intel Xeon Phi 5120D,GPU,6/17/13,22,245,350,5000,1053,Intel
NVIDIA GeForce GT 740,GPU,5/29/14,28,64,118,1270,993,NVIDIA
NVIDIA Quadro K5000,GPU,8/17/12,28,122,294,3540,706,NVIDIA
NVIDIA GeForce MX150,GPU,5/17/17,14,10,74,1800,937,NVIDIA
NVIDIA GeForce 9200M,GPU,10/15/08,65,12,144,314,450,NVIDIA
AMD Radeon R7 360E,GPU,12/30/15,28,75,160,2080,1050,AMD
AMD Radeon HD 6750,GPU,1/21/11,40,86,166,1040,700,AMD
AMD Radeon R5 430 OEM,GPU,6/30/16,28,50,77,950,730,AMD
AMD Radeon R9 260 OEM,GPU,12/21/13,28,85,160,2080,1100,AMD
AMD Radeon Graphics 512SP,GPU,3/7/20,7,15,156,9800,400,AMD
NVIDIA Quadro K5100M,GPU,7/23/13,28,100,294,3540,771,NVIDIA
AMD Radeon Pro 580,GPU,6/5/17,14,185,232,5700,1100,AMD
NVIDIA GeForce 310 OEM,GPU,11/27/09,40,31,57,260,589,NVIDIA
NVIDIA GeForce 940MX,GPU,6/28/16,28,23,148,1870,795,NVIDIA
NVIDIA RTX A6000,GPU,10/5/20,8,300,628,28300,1455,NVIDIA
NVIDIA GeForce 8600 GTS Mac Edition,GPU,9/21/07,80,75,169,289,675,NVIDIA
NVIDIA GeForce 9500M G,GPU,6/3/08,65,20,144,314,500,NVIDIA
AMD Radeon HD 7610M,GPU,1/7/12,40,20,104,716,450,AMD
ATI FirePro V8750,GPU,7/28/08,55,151,256,956,750,ATI
NVIDIA Tesla C2050,GPU,7/25/11,40,238,529,3100,574,NVIDIA
AMD Radeon HD 7350 OEM PCI,GPU,1/5/12,40,19,59,292,650,AMD
AMD Radeon RX 470 Mobile,GPU,8/4/16,14,85,232,5700,926,AMD
AMD Radeon HD 6770 Green Edition,GPU,4/19/13,40,86,166,1040,700,AMD
NVIDIA Quadro P620 Mobile,GPU,2/1/18,14,40,132,3300,1177,NVIDIA
NVIDIA GeForce 8800 GTS 512,GPU,12/11/07,65,135,324,754,650,NVIDIA
AMD Radeon HD 8510G IGP,GPU,5/23/13,32,35,246,1303,554,AMD
NVIDIA Quadro M3000M,GPU,8/18/15,28,75,398,5200,1050,NVIDIA
NVIDIA Tesla S1075,GPU,6/1/08,55,800,470,1400,610,NVIDIA
NVIDIA Quadro K5200,GPU,7/22/14,28,150,561,7080,667,NVIDIA
NVIDIA GeForce 710A,GPU,3/21/15,28,45,118,1270,810,NVIDIA
AMD Radeon E9260 PCIe,GPU,9/27/16,14,80,123,3000,1090,AMD
NVIDIA GeForce 8300,GPU,4/17/07,80,40,127,210,500,NVIDIA
ATI Radeon X1650 XT,GPU,10/30/06,80,55,230,330,525,ATI
NVIDIA GeForce 710A,GPU,3/17/14,28,15,87,1020,719,NVIDIA
NVIDIA Quadro FX 5600 Mac Edition,GPU,3/5/07,90,171,484,681,600,NVIDIA
ATI Radeon X1050 AGP,GPU,11/25/07,130,24,76,60,250,ATI
AMD FireStream 9170,GPU,11/8/07,55,105,192,666,800,AMD
NVIDIA GeForce GTX 1050 Mobile,GPU,1/3/17,14,75,132,3300,1354,NVIDIA
NVIDIA GeForce RTX 3080 Max-Q,GPU,1/12/21,8,80,392,17400,780,NVIDIA
NVIDIA GeForce GTX 1650 Max-Q,GPU,4/15/20,12,50,200,4700,930,NVIDIA
NVIDIA GeForce GT 525M,GPU,1/5/11,40,23,116,585,600,NVIDIA
Sony Playstation 2 GPU 90nm,GPU,5/26/05,90,45,86,54,147,Other
AMD Radeon HD 7660D IGP,GPU,10/2/12,32,100,246,1303,760,AMD
NVIDIA GeForce GT 610 PCI,GPU,4/2/12,40,29,79,292,810,NVIDIA
ATI Radeon HD 3850 AGP,GPU,1/3/08,55,75,192,666,668,ATI
ATI FirePro V5700,GPU,8/8/08,55,56,146,514,700,ATI
NVIDIA GeForce GTX 680MX Mac Edition,GPU,10/23/12,28,122,294,3540,719,NVIDIA
NVIDIA GRID A100A,GPU,5/14/20,7,400,826,54200,900,NVIDIA
NVIDIA GeForce RTX 2070 Max-Q,GPU,1/29/19,12,90,445,10800,885,NVIDIA
ATI Radeon HD 4350,GPU,9/30/08,55,20,73,242,600,ATI
AMD Radeon HD 6570 OEM,GPU,2/7/11,40,44,118,716,650,AMD
AMD Radeon R7 240 OEM,GPU,11/1/13,28,50,77,950,730,AMD
ATI FireGL V7350,GPU,10/1/05,90,111,288,321,600,ATI
ATI Radeon HD 5870 Eyefinity 6,GPU,3/11/10,40,228,334,2154,850,ATI
AMD FirePro D700,GPU,1/18/14,28,274,352,4313,850,AMD
NVIDIA GeForce 9100M G mGPU Intel,GPU,7/29/08,65,12,144,314,450,Intel
ATI Radeon 9600,GPU,10/1/03,130,12,76,60,324,ATI
NVIDIA GeForce GTX 260M,GPU,3/3/09,65,65,324,754,550,NVIDIA
AMD Radeon 550X 640SP,GPU,4/11/18,14,50,103,2200,1019,AMD
Intel Aubrey Isle,GPU,5/31/10,45,300,684,2300,1200,Intel
ATI Radeon HD 3570,GPU,7/5/10,55,30,67,181,796,ATI
AMD Radeon E9174 MXM,GPU,10/3/17,14,50,103,2200,1124,AMD
NVIDIA GeForce 9700M GT,GPU,7/29/08,65,45,144,314,625,NVIDIA
AMD Radeon Pro 5500 XT,GPU,8/4/20,7,125,158,6400,1187,AMD
AMD Radeon RX 480 Mobile,GPU,8/4/16,14,100,232,5700,1000,AMD
ATI Radeon HD 5450 PCI,GPU,2/4/10,40,19,59,292,650,ATI
ATI Radeon X850 XT Platinum,GPU,12/21/04,130,67,297,160,540,ATI
NVIDIA GeForce GT 330M Mac Edition,GPU,4/26/10,40,23,100,486,500,NVIDIA
ATI FirePro RG220,GPU,5/1/08,55,35,73,242,500,ATI
NVIDIA TITAN V,GPU,12/7/17,12,250,815,21100,1200,NVIDIA
NVIDIA GeForce GTS 150 OEM,GPU,3/10/09,65,141,324,754,738,NVIDIA
ATI Radeon HD 2400 XT,GPU,6/28/07,65,25,85,180,650,ATI
NVIDIA GeForce RTX 2070,GPU,10/17/18,12,175,445,10800,1410,NVIDIA
NVIDIA GeForce GTX 780 Rev. 2,GPU,9/10/13,28,250,561,7080,863,NVIDIA
AMD FirePro D300,GPU,1/18/14,28,150,212,2800,850,AMD
NVIDIA GeForce 825M,GPU,1/27/14,28,33,87,1020,850,NVIDIA
NVIDIA GeForce 720A,GPU,7/1/14,28,33,116,585,775,NVIDIA
NVIDIA GeForce 705M,GPU,9/27/13,28,15,116,585,738,NVIDIA
NVIDIA GeForce GTX 555 OEM,GPU,5/14/11,40,150,332,1950,736,NVIDIA
AMD Radeon HD 6990M,GPU,7/12/11,40,100,212,1700,715,AMD
NVIDIA GeForce 7300 GT Mac Edition,GPU,8/26/06,90,24,125,177,350,NVIDIA
NVIDIA GeForce 210 Rev. 2,GPU,10/12/09,40,31,57,260,520,NVIDIA
AMD Radeon RX 550,GPU,4/20/17,14,50,103,2200,1100,AMD
AMD Radeon HD 8970M,GPU,5/14/13,28,100,212,2800,850,AMD
ATI Mobility Radeon 7500,GPU,12/1/01,150,27,68,60,280,ATI
AMD Radeon HD 8410G IGP,GPU,5/23/13,32,35,246,1303,450,AMD
AMD Radeon R9 Nano,GPU,8/27/15,28,175,596,8900,1000,AMD
NVIDIA GeForce 8800 GS Mac Edition,GPU,1/31/08,65,105,324,754,500,NVIDIA
AMD Radeon RX 460 1024SP,GPU,1/17/17,14,75,123,3000,1090,AMD
NVIDIA GeForce GT 720,GPU,9/29/14,28,19,87,1020,797,NVIDIA
AMD Radeon RX 6800 XT,GPU,10/28/20,7,300,520,26800,1825,AMD
AMD Radeon HD 7470M,GPU,1/7/12,40,25,67,370,750,AMD
NVIDIA GeForce GT 620 OEM,GPU,4/2/12,40,30,79,292,810,NVIDIA
ATI Radeon X1300 PRO,GPU,10/1/05,90,31,100,107,600,ATI
AMD FirePro W2100,GPU,8/12/14,28,26,77,950,630,AMD
AMD Radeon RX 6700 XT,GPU,3/3/21,7,230,335,17200,2321,AMD
NVIDIA GeForce 9500M GS,GPU,2/1/08,80,20,169,289,475,NVIDIA
AMD FirePro S10000,GPU,11/12/12,28,375,352,4313,825,AMD
NVIDIA GeForce 705A,GPU,10/1/13,40,15,79,292,738,NVIDIA
NVIDIA GeForce Go 6250,GPU,2/1/06,110,10,110,75,400,NVIDIA
NVIDIA Quadro P4200 Mobile,GPU,2/21/18,16,100,314,7200,1227,NVIDIA
NVIDIA GeForce2 Go,GPU,11/11/00,180,2,64,20,143,NVIDIA
ATI FirePro V4800,GPU,4/26/10,40,69,104,627,775,ATI
NVIDIA GeForce GTX 280,GPU,6/16/08,65,236,576,1400,602,NVIDIA
ATI FirePro 2450 Multi-View PCIe x1,GPU,1/1/09,55,32,67,181,400,ATI
NVIDIA GeForce RTX 3080 Mobile,GPU,1/12/21,8,115,392,17400,1110,NVIDIA
NVIDIA Quadro FX 380 LP,GPU,12/1/09,40,28,57,260,550,NVIDIA
ATI FirePro V8700,GPU,9/11/08,55,151,256,956,750,ATI
ATI Radeon X1600 PRO,GPU,10/1/07,90,41,150,157,500,ATI
NVIDIA GeForce RTX 3090,GPU,9/1/20,8,350,628,28300,1395,NVIDIA
AMD FirePro W9100,GPU,3/26/14,28,275,438,6200,930,AMD
NVIDIA GeForce 7800 GTX,GPU,6/22/05,110,86,333,302,430,NVIDIA
NVIDIA Tesla M2070-Q,GPU,7/25/11,40,225,529,3100,574,NVIDIA
NVIDIA Tesla X2090,GPU,7/25/11,40,225,520,3000,651,NVIDIA
NVIDIA GeForce GT 720A,GPU,7/1/14,28,33,116,585,775,NVIDIA
NVIDIA GeForce GTX 285,GPU,12/23/08,55,204,470,1400,648,NVIDIA
ATI Radeon 9100,GPU,4/1/03,150,28,120,60,250,ATI
NVIDIA GeForce GTS 360M,GPU,1/7/10,40,38,144,727,550,NVIDIA
AMD Radeon Pro WX 9100,GPU,7/10/17,14,230,495,12500,1200,AMD
NVIDIA GeForce GT 520M,GPU,1/5/11,40,12,79,292,740,NVIDIA
AMD Radeon R7 350 OEM,GPU,5/5/15,28,65,77,950,1000,AMD
AMD Radeon HD 7690M,GPU,12/25/11,40,20,104,716,725,AMD
NVIDIA Quadro FX 3700,GPU,1/8/08,65,78,324,754,500,NVIDIA
NVIDIA GeForce GT 640,GPU,6/5/12,28,65,118,1270,902,NVIDIA
NVIDIA GeForce GTX 260 Core 216 Rev. 2,GPU,11/27/08,55,171,470,1400,576,NVIDIA
ATI Mobility Radeon HD 540v,GPU,5/5/10,55,15,73,242,550,ATI
NVIDIA Quadro NVS 280 AGP,GPU,5/25/04,150,13,124,45,275,NVIDIA
ATI Radeon HD 4730,GPU,6/8/09,55,110,256,956,750,ATI
NVIDIA Quadro FX 880M,GPU,1/7/10,40,35,100,486,550,NVIDIA
AMD Radeon HD 7500G IGP,GPU,5/15/12,32,17,246,1303,327,AMD
ATI Radeon HD 4250,GPU,2/25/09,55,25,67,181,594,ATI
NVIDIA P102-100,GPU,2/12/18,16,250,471,11800,1582,NVIDIA
AMD Radeon HD 6750M,GPU,1/4/11,40,35,104,716,600,AMD
NVIDIA Quadro CX,GPU,11/11/08,55,150,470,1400,602,NVIDIA
NVIDIA Tesla M6,GPU,8/30/15,28,100,398,5200,930,NVIDIA
ATI Mobility Radeon HD 3430,GPU,7/25/08,55,12,67,181,450,ATI
NVIDIA Quadro K610M,GPU,7/23/13,28,30,87,1020,980,NVIDIA
AMD Radeon Pro WX Vega M GL,GPU,4/24/18,14,65,208,5000,931,AMD
AMD Radeon Pro 580X,GPU,3/18/19,14,185,232,5700,1100,AMD
Sony Playstation 2 GPU 250nm,GPU,3/4/00,250,79,279,54,147,Other
NVIDIA GeForce GT 120M,GPU,6/15/09,55,14,121,314,500,NVIDIA
AMD FirePro S9000,GPU,8/24/12,28,225,352,4313,900,AMD
AMD Radeon R2 Mobile Graphics,GPU,1/28/15,28,100,107,930,300,AMD
ATI Xbox 360 S GPU,GPU,6/19/10,45,133,168,372,500,ATI
AMD Radeon HD 8240 Mobile IGP,GPU,11/1/13,28,15,110,1178,400,AMD
AMD Radeon RX 5300,GPU,5/28/20,7,100,158,6400,1327,AMD
AMD Radeon HD 6450 OEM,GPU,2/7/11,40,18,67,370,625,AMD
NVIDIA Quadro P5000 Mobile,GPU,1/11/17,16,100,314,7200,1278,NVIDIA
NVIDIA Quadro FX 5800,GPU,11/11/08,55,189,470,1400,610,NVIDIA
AMD Radeon HD 7650M Rebrand,GPU,3/28/12,40,20,104,716,485,AMD
NVIDIA Quadro P1000 Mobile,GPU,2/7/17,14,40,132,3300,1303,NVIDIA
ATI Radeon 9000 PRO,GPU,7/18/02,150,28,97,36,275,ATI
ATI Radeon HD 4770,GPU,4/28/09,40,80,137,826,750,ATI
NVIDIA GeForce GT 555M,GPU,3/26/12,40,35,238,1170,675,NVIDIA
NVIDIA GeForce GTX 560 Ti,GPU,1/25/11,40,170,332,1950,823,NVIDIA
NVIDIA GeForce 205 OEM,GPU,11/26/09,40,31,57,260,589,NVIDIA
NVIDIA GeForce RTX 2070 Mobile,GPU,1/29/19,12,115,445,10800,1215,NVIDIA
NVIDIA GeForce2 Go,GPU,11/11/00,180,2,64,20,143,NVIDIA
NVIDIA GeForce GTX 780 6 GB,GPU,9/10/13,28,250,561,7080,863,NVIDIA
ATI Mobility Radeon HD 550v,GPU,5/5/10,55,10,146,514,450,ATI
NVIDIA GeForce MX450 30.5W 10Gbps,GPU,8/25/20,12,31,200,4700,1395,NVIDIA
ATI Radeon HD 2350 PRO,GPU,1/1/07,65,20,85,180,525,ATI
NVIDIA Quadro K5000M,GPU,8/7/12,28,100,294,3540,601,NVIDIA
AMD Radeon R9 280,GPU,3/4/14,28,200,352,4313,827,AMD
AMD Radeon R7 Graphics,GPU,1/11/14,28,65,245,2410,720,AMD
AMD Playstation 4 Pro GPU,GPU,11/10/16,16,150,322,5700,911,AMD
ATI Radeon HD 2600 XT Mac Edition,GPU,2/21/08,65,45,153,390,700,ATI
AMD FireStream 9250,GPU,6/16/08,55,150,256,956,625,AMD
ATI Mobility Radeon HD 5850 Mac Edition,GPU,1/7/10,40,30,166,1040,628,ATI
NVIDIA Quadro 5000M,GPU,7/27/10,40,100,529,3100,405,NVIDIA
AMD Radeon HD 6870M,GPU,1/4/11,40,50,166,1040,675,AMD
ATI Radeon X800 GT AGP,GPU,11/1/05,130,40,297,160,475,ATI
NVIDIA GeForce 7800 GS AGP,GPU,2/2/06,110,75,333,302,375,NVIDIA
NVIDIA GeForce GT 555M,GPU,6/15/11,40,35,116,585,753,NVIDIA
NVIDIA GeForce GT 645 OEM,GPU,4/24/12,40,102,332,1950,776,NVIDIA
NVIDIA NVS 2100M,GPU,1/7/10,40,11,57,260,535,NVIDIA
AMD Radeon HD 6550M,GPU,11/26/10,40,26,334,2154,600,AMD
NVIDIA GeForce GT 520 PCIe x1,GPU,4/13/11,40,29,79,292,810,NVIDIA
NVIDIA Quadro NVS 280 PCIe,GPU,5/25/04,150,13,91,45,275,NVIDIA
NVIDIA GRID K500,GPU,7/2/14,28,225,294,3540,745,NVIDIA
NVIDIA A100 SXM4 40 GB,GPU,5/14/20,7,400,826,54200,1095,NVIDIA
NVIDIA Quadro M600M,GPU,8/18/15,28,30,148,1870,837,NVIDIA
AMD Radeon Vega 3,GPU,11/20/19,14,15,210,4940,300,AMD
AMD Radeon HD 6230,GPU,7/2/11,40,19,59,292,650,AMD
NVIDIA GeForce RTX 2080 SUPER Max-Q,GPU,4/2/20,12,80,545,13600,735,NVIDIA
AMD Radeon RX 580G,GPU,10/15/18,14,185,232,5700,1257,AMD
AMD FireStream 9270,GPU,11/13/08,55,160,256,956,750,AMD
NVIDIA GeForce GTX 760 OEM,GPU,11/6/16,28,170,294,3540,993,NVIDIA
AMD Radeon HD 6380G IGP,GPU,6/14/11,32,35,227,1178,400,AMD
ATI Radeon X600 PRO,GPU,9/1/04,130,36,92,75,400,ATI
NVIDIA GeForce 8200M G mGPU AMD,GPU,6/3/08,80,12,127,210,400,AMD
NVIDIA GeForce 7300 GT AGP,GPU,5/15/06,90,24,125,177,350,NVIDIA
NVIDIA GeForce GTX 560 Ti OEM,GPU,3/8/11,40,170,332,1950,823,NVIDIA
NVIDIA GeForce 315 OEM,GPU,4/28/11,40,33,144,727,506,NVIDIA
NVIDIA GRID A100B,GPU,5/14/20,7,400,826,54200,900,NVIDIA
ATI Radeon X800 GT AGP,GPU,11/8/07,130,40,281,160,473,ATI
AMD Radeon HD 6750M Mac Edition,GPU,4/18/11,40,35,104,716,598,AMD
NVIDIA GeForce PCX 5950,GPU,2/17/04,130,57,207,135,475,NVIDIA
AMD Radeon HD 8570 OEM Rebrand,GPU,7/23/13,40,60,118,716,650,AMD
NVIDIA Tesla V100 PCIe 32 GB,GPU,3/27/18,12,250,815,21100,1230,NVIDIA
NVIDIA GeForce GTX 660M,GPU,3/22/12,28,50,118,1270,835,NVIDIA
NVIDIA GeForce GTX 780,GPU,5/23/13,28,250,561,7080,863,NVIDIA
AMD Radeon R9 370,GPU,5/5/15,28,110,212,2800,925,AMD
NVIDIA GeForce GTX 765M,GPU,5/30/13,28,75,221,2540,797,NVIDIA
AMD Radeon HD 8510 OEM,GPU,4/24/13,40,39,104,627,650,AMD
NVIDIA GeForce 8600M GT Mac Edition,GPU,10/5/07,80,20,169,289,470,NVIDIA
AMD Radeon HD 6650A,GPU,4/19/11,40,45,118,716,600,AMD
Intel GMA 3150,GPU,5/9/07,45,13,66,123,400,Intel
NVIDIA GeForce GTX 645 OEM,GPU,4/22/13,28,65,221,2540,824,NVIDIA
AMD Radeon RX 6700,GPU,1/1/21,7,180,335,17200,1489,AMD
NVIDIA GeForce 7900 GTX,GPU,3/9/06,90,84,196,278,650,NVIDIA
NVIDIA GeForce GTX 660,GPU,9/6/12,28,140,221,2540,980,NVIDIA
NVIDIA Quadro T2000 Mobile,GPU,5/27/19,12,60,200,4700,1575,NVIDIA
NVIDIA GeForce 7800 GS+ 20Pipes AGP,GPU,9/28/06,90,75,196,278,425,NVIDIA
ATI Radeon X850 XT AGP,GPU,2/28/05,130,69,297,160,520,ATI
AMD Radeon RX 570X,GPU,4/11/18,14,150,232,5700,1168,AMD
NVIDIA GeForce GT 425M,GPU,9/3/10,40,23,116,585,560,NVIDIA
ATI Radeon 7200,GPU,6/1/00,180,23,111,30,143,ATI
NVIDIA GeForce GTX 480,GPU,3/26/10,40,250,529,3100,701,NVIDIA
AMD Radeon HD 7450 OEM,GPU,1/5/12,40,18,67,370,625,AMD
NVIDIA Quadro K2000M,GPU,6/1/12,28,55,118,1270,745,NVIDIA
AMD Radeon Instinct MI6,GPU,12/12/16,14,150,232,5700,1120,AMD
ATI FireMV 2400 PCI,GPU,1/1/08,130,20,92,75,500,ATI
NVIDIA GeForce GT 440 OEM,GPU,10/11/10,40,65,238,1170,810,NVIDIA
NVIDIA Tesla V100 DGXS 16 GB,GPU,3/27/18,12,250,815,21100,1327,NVIDIA
AMD Radeon HD 7640G IGP,GPU,5/15/12,32,35,246,1303,496,AMD
ATI Radeon HD 3450 PCI,GPU,1/23/08,55,25,67,181,600,ATI
NVIDIA Tesla K20Xm,GPU,11/12/12,28,235,561,7080,732,NVIDIA
NVIDIA Quadro P600,GPU,2/7/17,14,40,132,3300,1329,NVIDIA
NVIDIA GeForce 910M,GPU,3/13/15,28,33,87,1020,641,NVIDIA
AMD Radeon R5 M330,GPU,5/5/15,28,18,56,690,955,AMD
NVIDIA GeForce 820M,GPU,3/21/15,28,45,118,1270,810,NVIDIA
NVIDIA Quadro 600,GPU,12/13/10,40,40,116,585,640,NVIDIA
AMD Xbox Series X GPU,GPU,11/10/20,7,200,360,15300,1825,AMD
ATI Mobility Radeon HD 5830,GPU,1/7/10,40,24,166,1040,500,ATI
NVIDIA GeForce 7300 GS,GPU,1/18/06,90,23,81,112,450,NVIDIA
ATI Radeon HD 4830,GPU,10/21/08,55,95,256,956,575,ATI
NVIDIA GeForce RTX 2080 Ti,GPU,9/20/18,12,250,754,18600,1350,NVIDIA
AMD Radeon HD 6850 1440SP Edition,GPU,8/21/12,40,151,334,2154,725,AMD
ATI Radeon HD 3610,GPU,9/24/09,65,35,153,390,594,ATI
AMD Radeon HD 6530D IGP,GPU,6/20/11,32,65,227,1178,444,AMD
ATI Radeon X1550 AGP,GPU,1/1/07,90,27,100,107,600,ATI
AMD FirePro M3900,GPU,10/19/10,40,20,67,370,750,AMD
AMD Radeon HD 8670D IGP,GPU,3/12/13,32,100,246,1303,844,AMD
NVIDIA GeForce GTS 450,GPU,9/13/10,40,106,238,1170,783,NVIDIA
NVIDIA GeForce GTX 870M,GPU,3/12/14,28,100,294,3540,941,NVIDIA
NVIDIA GeForce GTX 960A,GPU,3/13/15,28,75,148,1870,1029,NVIDIA
NVIDIA Quadro P2200,GPU,6/10/19,16,75,200,4400,1000,NVIDIA
NVIDIA GeForce 8500 GT,GPU,4/17/07,80,30,127,210,459,NVIDIA
NVIDIA GeForce GTX 680M,GPU,6/4/12,28,100,294,3540,719,NVIDIA
NVIDIA GeForce GTX 970,GPU,9/19/14,28,148,398,5200,1050,NVIDIA
AMD Radeon RX 5600 XT,GPU,1/21/20,7,150,251,10300,1130,AMD
NVIDIA Quadro FX 3500M,GPU,3/1/07,90,45,196,278,575,NVIDIA
ATI Radeon HD 2400 PRO AGP,GPU,6/28/07,65,20,85,180,525,ATI
NVIDIA GeForce GT 520MX,GPU,5/30/11,40,20,79,292,900,NVIDIA
ATI Radeon HD 5770 Mac Edition,GPU,7/4/10,40,108,166,1040,850,ATI
AMD Radeon HD 7560G IGP,GPU,5/15/12,32,35,246,1303,496,AMD
NVIDIA GeForce 7950 GT,GPU,8/6/06,90,65,196,278,550,NVIDIA
ATI Radeon HD 4870 X2,GPU,8/12/08,55,286,256,956,750,ATI
NVIDIA Quadro M3000 SE,GPU,10/2/16,28,75,398,5200,823,NVIDIA
NVIDIA Tesla V100 SXM2 16 GB,GPU,6/21/17,12,250,815,21100,1312,NVIDIA
NVIDIA GeForce GTX 570 Rev. 2,GPU,12/7/10,40,219,520,3000,732,NVIDIA
AMD Radeon 520 Mobile,GPU,4/18/17,28,50,56,690,1030,AMD
NVIDIA GeForce GTX 780M Mac Edition,GPU,11/8/13,28,122,294,3540,771,NVIDIA
AMD Radeon R7 435 OEM,GPU,6/30/16,28,50,77,950,920,AMD
NVIDIA Quadro NVS 300M,GPU,5/24/06,90,16,125,177,500,NVIDIA
NVIDIA Quadro T1000 Mobile GDDR6,GPU,6/8/20,12,50,200,4700,1395,NVIDIA
NVIDIA Quadro P6000,GPU,10/1/16,16,250,471,11800,1506,NVIDIA
NVIDIA GeForce GT 330M,GPU,1/10/10,40,23,100,486,575,NVIDIA
ATI Radeon 9000,GPU,7/1/02,150,28,97,36,250,ATI
NVIDIA Jetson Xavier NX GPU,GPU,5/14/20,12,15,350,9000,854,NVIDIA
NVIDIA NVS 300,GPU,1/8/11,40,18,57,260,520,NVIDIA
ATI Radeon 9200 SE PCI,GPU,3/1/03,150,28,98,36,200,ATI
NVIDIA Quadro4 200 NVS,GPU,12/22/03,150,11,65,29,250,NVIDIA
ATI Radeon HD 3450 AGP,GPU,1/23/08,55,25,67,181,600,ATI
ATI Mobility Radeon HD 565v,GPU,5/5/10,55,20,146,514,675,ATI
AMD Radeon R7 240,GPU,10/8/13,28,30,77,950,650,AMD
NVIDIA Quadro P4000 Max-Q,GPU,1/11/17,16,100,314,7200,1114,NVIDIA
NVIDIA GeForce 9800 GT,GPU,7/21/08,55,125,260,754,600,NVIDIA
AMD Radeon HD 6570M,GPU,4/25/11,40,30,104,716,600,AMD
NVIDIA GeForce GTX 460 OEM,GPU,10/11/10,40,150,332,1950,650,NVIDIA
NVIDIA GeForce GT 630M,GPU,3/22/12,40,33,116,585,660,NVIDIA
AMD Radeon HD 6670A,GPU,4/19/11,40,45,118,716,600,AMD
AMD Radeon Vega 3 Mobile,GPU,1/6/19,14,15,210,4940,300,AMD
AMD Radeon R9 370 1024SP,GPU,6/12/15,28,150,212,2800,925,AMD
AMD FirePro S9300 X2,GPU,3/31/16,28,300,596,8900,975,AMD
NVIDIA GeForce GT 340 OEM,GPU,2/2/10,40,69,144,727,550,NVIDIA
NVIDIA Tesla C2090,GPU,7/25/11,40,250,520,3000,651,NVIDIA
NVIDIA GeForce GTX 260 Core 216,GPU,9/16/08,65,182,576,1400,576,NVIDIA
NVIDIA GeForce GTX 675M,GPU,3/22/12,40,100,332,1950,620,NVIDIA
NVIDIA GeForce GT 640M LE,GPU,5/4/12,40,32,116,585,753,NVIDIA
NVIDIA Tesla K20X,GPU,11/12/12,28,235,561,7080,732,NVIDIA
AMD Radeon R9 M290X Mac Edition,GPU,11/23/14,28,80,212,2800,850,AMD
AMD Radeon Sky 500,GPU,3/27/13,28,150,212,2800,950,AMD
AMD Radeon R7 430 OEM,GPU,6/30/16,28,50,77,950,730,AMD
AMD Radeon HD 8750A,GPU,2/2/13,28,45,77,950,600,AMD
AMD Radeon R9 290,GPU,11/5/13,28,275,438,6200,947,AMD
AMD Radeon RX 5500 XT,GPU,12/12/19,7,130,158,6400,1607,AMD
NVIDIA GeForce GT 555M,GPU,7/2/11,40,35,238,1170,590,NVIDIA
ATI Radeon 9600 PRO,GPU,10/1/03,130,18,76,60,400,ATI
NVIDIA GeForce 610M,GPU,12/1/11,28,12,116,585,625,NVIDIA
NVIDIA Quadro FX 4500 SDI,GPU,1/30/06,110,116,333,302,430,NVIDIA
ATI Radeon HD 3470,GPU,1/23/08,55,30,67,181,800,ATI
AMD Radeon Pro WX 2100,GPU,6/4/17,14,35,103,2200,925,AMD
NVIDIA GeForce GTX 980,GPU,9/19/14,28,165,398,5200,1127,NVIDIA
NVIDIA Tesla P4,GPU,9/13/16,16,75,314,7200,886,NVIDIA
NVIDIA GeForce 8800 GT Mac Edition,GPU,2/1/08,65,125,324,754,600,NVIDIA
